experiment_name,video_name,resolution,square_size,to_remove,alpha,bitrate,server_runtime,client_runtime,smoothing_factor,hnerv_ks,hnerv_enc_strds,hnerv_enc_dim,hnerv_fc_hw,hnerv_reduce,hnerv_lower_width,hnerv_dec_strds,hnerv_conv_type,hnerv_norm,hnerv_act,hnerv_workers,hnerv_batchSize,hnerv_epochs,hnerv_lr,hnerv_loss,hnerv_out_bias,hnerv_eval_freq,hnerv_quant_model_bit,hnerv_quant_embed_bit,propainter_neighbor_length,propainter_ref_stride,propainter_subvideo_length,propainter_mask_dilation,propainter_raft_iter,e2fgvi_step,e2fgvi_num_ref,e2fgvi_neighbor_stride,e2fgvi_savefps,mse_ori_mean,psnr_ori_mean,ssim_ori_mean,vmaf_ori_mean,lpips_ori_mean,mse_inp_mean,psnr_inp_mean,ssim_inp_mean,vmaf_inp_mean,lpips_inp_mean,empty
7ca65a12b52fdbfa859cb8bbcb41812a,blackswan,960x896,32,0.5,0.75,1056000,655,408,0.25,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,2,100,0.001,Fusion6,tanh,10,8,6,8,4,24,4,30,,,,,146.9362,26.476599999999998,0.7717200000000001,15.925053640000002,0.012507777474820564,292.0972,23.510599999999997,0.72154,6.1956695,0.015592973008751818,
17ffac814ea1fc28b5850dd0bf8d3bb8,bear,960x1072,16,0.5,0.5,1257000,1466,667,0.5,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,4,75,0.001,Fusion6,tanh,1,8,6,,,,,,10,1,2,24,796.2946341463414,19.544878048780486,0.5788658536585366,6.226003146341463,0.05064508582397201,492.78841463414636,21.265365853658537,0.6085975609756098,9.104432231707317,0.04608466308109639,
11d8d681d07621b251f0301426c7694d,goat,1920x352,32,0.5,0.5,834000,1796,636,0.5,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,2,100,0.001,Fusion6,tanh,1,8,6,,,,,,5,-1,2,24,378.268,22.379666666666665,0.6144,10.758830222222223,0.019610989093780472,439.88199999999995,21.71677777777778,0.6315444444444445,13.72882081111111,0.01871563731175325,
b7a71a8ad63dc2d4f098377455527925,breakdance-flare,960x896,16,0.25,0.25,1565000,909,591,0.25,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,4,100,0.001,Fusion6,tanh,10,8,6,24,4,24,0,30,,,,,466.43492957746486,21.544225352112672,0.5993661971830986,4.26092285915493,0.02785219351800391,683.2812676056338,20.862394366197183,0.6123098591549296,6.054997690140846,0.028043681886834114,
4d5d1007ea3de73c3b788a3a2bcc8473,judo,1600x1056,32,20.0,0.25,2411000,1539,466,0.75,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,2,100,0.001,Fusion6,tanh,1,8,6,,,,,,10,-1,4,24,14.362941176470587,36.985588235294124,0.9737647058823531,68.05370438235295,0.0011594689242294825,210.05088235294116,24.93647058823529,0.8886470588235296,1.0429272058823529,0.009259881616076951,
d51cba5b15dd8afe95236e3abd353ab5,drift-straight,1280x512,32,10.0,0.75,1202000,837,319,0.25,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,2,100,0.001,Fusion6,tanh,3,8,6,24,4,48,4,3,,,,,1058.9362,18.032799999999998,0.5919000000000001,12.5181007,0.046330070514231866,613.232,20.549400000000002,0.6704400000000001,17.89805352,0.028393595721572594,
d82e9f36ffabae0672b18488cba60d5a,horsejump-high,1280x704,32,0.5,0.25,1105000,776,371,0.25,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,2,50,0.001,Fusion6,tanh,1,8,6,,,,,,10,-1,4,24,853.0178000000001,18.8756,0.71914,0.0,0.04238486446440214,943.5222,18.4514,0.71154,0.0,0.04278343468904491,
c3556a4443f91d0f40c753d1d97a139f,classic-car,640x512,32,0.25,0.75,610000,699,221,0.75,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,2,50,0.001,Fusion6,tanh,1,8,6,,,,,,10,-1,2,24,456.3550793650793,21.725714285714286,0.7413333333333333,4.367151841269841,0.04246587171736687,1978.9066666666668,15.649047619047623,0.6576984126984127,5.784006047619047,0.04569152356790641,
35629a823720d11259244b1970bc6052,miami-surf,1920x352,32,0.25,0.75,1239000,1206,440,0.5,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,4,100,0.001,Fusion6,tanh,3,8,6,,,,,,5,-1,2,24,375.11842857142864,22.547142857142855,0.9284857142857142,0.0,0.0014958673909339318,417.5422857142857,22.12342857142857,0.9191142857142857,0.0,0.0014474104499510414,
4bd50cc13fe5a4bb3ee04629f821f9e0,dog-gooses,960x528,16,0.5,0.25,629000,555,361,0.75,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,4,50,0.001,Fusion6,tanh,3,8,6,,,,,,10,1,4,24,617.766976744186,20.307209302325578,0.644,0.24015847674418608,0.03556426926407699,761.6904651162789,19.378139534883726,0.6275232558139535,1.9186070697674413,0.036996181231251944,
7e5861d35b4921af3faadfbe18bc5d60,cat-girl,1920x896,32,10.0,0.5,3332000,2573,1287,0.25,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,2,100,0.001,Fusion6,tanh,3,8,6,,,,,,10,1,2,24,36.790224719101126,32.63696629213483,0.9194044943820227,65.9791945505618,0.00462496574324541,94.52651685393259,28.446067415730337,0.8797415730337078,49.642631393258426,0.007665414593360348,
bbbed2acbef5af5544a9a3c418465163,horsejump-low,1280x704,32,10.0,0.5,1637000,696,475,0.25,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,4,50,0.001,Fusion6,tanh,3,8,6,8,4,24,2,3,,,,,601.4975,20.362166666666663,0.5716333333333333,6.513993633333333,0.04921020586043592,610.9491666666667,20.30516666666666,0.5704166666666666,6.959817783333333,0.04881536159664388,
d50f7d561881f1ad216021b5ddc30ce5,cows,1280x1072,16,10.0,0.5,2826000,3126,1280,0.75,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,4,75,0.001,Fusion6,tanh,1,8,6,,,,,,5,1,2,24,198.0967307692308,25.233942307692306,0.717701923076923,18.538270884615386,0.032021851834052976,281.2693269230769,23.647307692307688,0.6728365384615386,10.590374144230768,0.0363239732284385,
e2fa129f55b22cfa9123749cf571cded,dog,960x352,32,0.5,0.25,422000,976,215,0.75,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,2,75,0.001,Fusion6,tanh,1,8,6,8,4,24,4,30,,,,,443.57216666666665,21.868499999999994,0.6414833333333333,8.449135533333335,0.016294177877716667,816.5721666666667,19.218833333333333,0.6218333333333332,10.778913166666664,0.01615147659710293,
a66161d9e2c63c2a1049309727db73c2,car-roundabout,960x896,16,10.0,0.75,1732000,1447,581,0.75,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,2,75,0.001,Fusion6,tanh,1,8,6,,,,,,10,-1,2,24,1218.2772000000002,17.3832,0.65992,3.715066026666667,0.06096983999013896,1358.0874666666668,17.003733333333336,0.6518666666666667,3.61079048,0.06067866712808604,
7d3a8d1f7732d53176e80b2fbf2dd847,kid-football,1600x528,16,20.0,0.5,1637000,1157,511,0.25,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,4,100,0.001,Fusion6,tanh,3,8,6,16,4,24,2,30,,,,,205.3832352941177,25.309705882352944,0.8433970588235294,0.10454260294117647,0.026883563793757337,384.3529411764706,22.508970588235297,0.8009264705882353,0.0,0.029156936811940593,
30c0605cd0306ca841b49bbdc05c94d8,mallard-fly,1920x352,32,0.5,0.75,834000,1647,465,0.25,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,2,100,0.001,Fusion6,tanh,1,8,6,16,2,48,0,30,,,,,215.90199999999996,25.254571428571428,0.728057142857143,16.675578585714284,0.013282790844927363,1780.7992857142856,17.16485714285714,0.6211571428571429,18.56496372857143,0.023127252648451453,
47b4149c5b50b551c92664710f4edfb1,dogs-scale,1600x512,32,0.25,0.5,1512000,904,692,0.25,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,2,75,0.001,Fusion6,tanh,10,8,6,,,,,,5,-1,2,24,50.289638554216864,31.433975903614456,0.9184578313253012,46.99549649397591,0.010063190509688553,181.97409638554214,25.642530120481926,0.8755903614457832,10.66486081927711,0.017716515293142842,
e9ced4a36083c5b317df862b8ebb4b4a,hockey,640x1072,16,20.0,0.25,846000,958,425,0.25,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,4,100,0.001,Fusion6,tanh,3,8,6,,,,,,5,1,4,24,122.77119999999998,27.387466666666665,0.8632666666666665,12.857642826666666,0.016006921666363822,373.45106666666663,22.442133333333334,0.7927866666666666,1.0210258133333334,0.020293175193170664,
db027a10cd01ed0297ac959a2679a8f1,car-roundabout,960x352,32,0.25,0.5,643000,532,284,0.5,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,2,50,0.001,Fusion6,tanh,10,8,6,8,2,48,0,30,,,,,528.1498666666665,20.93373333333333,0.6806666666666668,10.568777186666665,0.07352343529462811,1559.4576000000002,16.259866666666667,0.5421733333333334,3.846023013333333,0.09082733045021688,
764e4a3081074f4345055999192407bb,drift-straight,640x720,16,10.0,0.25,853000,699,226,0.75,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,2,100,0.001,Fusion6,tanh,10,8,6,24,2,48,4,10,,,,,1496.3861999999997,16.512999999999998,0.59506,13.13578926,0.04370001859962937,1584.9664000000002,16.2694,0.5908399999999999,13.66265828,0.04341012287884947,
b032399f0495cc9ccd9009303aadc912,gold-fish,640x512,32,0.25,0.5,610000,541,278,0.75,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,4,50,0.001,Fusion6,tanh,3,8,6,24,4,48,2,3,,,,,100.03782051282052,28.178461538461544,0.8294871794871795,0.03740648717948718,0.006365440081422868,296.32038461538457,23.43474358974359,0.7366923076923076,0.0,0.00718923957230375,
951b1a239c121e68a6a3cf85cf943a4b,bike-packing,960x1072,16,0.25,0.5,1859000,1403,704,0.25,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,4,100,0.001,Fusion6,tanh,3,8,6,,,,,,5,-1,2,24,1026.91,18.1163768115942,0.6909130434782609,0.7789577971014493,0.06037420471725253,519.7284057971016,21.07710144927536,0.7201594202898549,0.45084369565217386,0.06035589078522243,
f32085991bd2eab075fde1368baa2efc,horsejump-low,960x896,16,0.25,0.5,1565000,1496,469,0.25,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,2,75,0.001,Fusion6,tanh,1,8,6,,,,,,5,1,4,24,666.0176666666666,19.9645,0.59665,8.025845316666667,0.04522699800630406,683.2201666666667,19.866666666666664,0.5915166666666667,8.336345916666666,0.04532595792164402,
4c8c263bfd4693fb424772adc357cd0d,libby,1600x528,16,0.25,0.75,1538000,686,360,0.5,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,2,50,0.001,Fusion6,tanh,1,8,6,8,4,24,2,10,,,,,215.99142857142857,24.854693877551018,0.7705510204081633,4.908583306122448,0.005188959888277571,510.1395918367347,21.102857142857143,0.7406122448979592,12.861740571428571,0.00563518880695404,
c2ed234e346923c44b7e6acc19fae519,hike,1600x896,32,20.0,0.25,2062000,1326,841,0.25,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,2,75,0.001,Fusion6,tanh,3,8,6,,,,,,5,1,4,24,215.53025000000002,24.808375,0.7093875,21.320800237500002,0.04897996364161367,1120.23,17.663,0.5571624999999999,6.18566395,0.060638344800099685,
bcba6274714a4f9b0c0951d3835ec523,mallard-fly,1920x720,16,0.5,0.5,1672000,1539,730,0.25,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,4,100,0.001,Fusion6,tanh,3,8,6,,,,,,5,1,4,24,162.36428571428573,26.509857142857147,0.7460714285714286,16.295250757142856,0.01262912176316599,250.64385714285714,24.392285714285716,0.705857142857143,12.289126971428571,0.013623933480786374,
e158c0e5d6f639594b4d7e03f9df0dd6,horsejump-low,1280x704,32,0.25,0.25,1637000,919,435,0.25,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,4,50,0.001,Fusion6,tanh,1,8,6,,,,,,10,1,4,24,601.2138333333335,20.36433333333333,0.5716166666666667,6.516850483333334,0.04918625820428128,612.0693333333332,20.297666666666665,0.57025,7.097503266666666,0.04896520220985011,
6dbdaea0950e4dd1f1aed29c899156a9,car-roundabout,1280x528,16,0.25,0.5,1239000,479,447,0.75,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,2,50,0.001,Fusion6,tanh,10,8,6,16,4,24,0,3,,,,,344.6818666666666,22.801733333333335,0.7606666666666666,19.109250786666664,0.05341579303145405,574.5881333333332,20.555066666666672,0.6905066666666666,7.19760038666667,0.06117780854304627,
1948e3ff0527ff04c61a30e3fc995208,drift-chicane,1600x352,32,20.0,0.25,834000,513,259,0.25,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,2,75,0.001,Fusion6,tanh,10,8,6,,,,,,10,1,2,24,124.18096153846153,28.019230769230777,0.9316730769230769,34.54385207692307,0.0037017997506503925,281.55846153846153,23.862307692307695,0.8005192307692308,0.0,0.008725751415253212,
b243c3b770c29fbd5279c3b1dad78347,horsejump-high,640x352,16,0.25,0.25,422000,645,148,0.75,0_3_3,5 4 4 2 2,64_16,9_16,1.2,32,5 4 4 2 2,convnext pshuffel,none,relu,16,2,100,0.001,Fusion6,tanh,10,8,6,8,2,24,0,3,,,,,837.0974000000001,18.9602,0.65496,0.0,0.060704510733485186,641.3754000000001,20.088,0.6630400000000001,0.0,0.05973538756370539,
