video_name,scene_number,resolution,square_size,percentage_to_remove,alpha,neighbor_length,ref_stride,subvideo_length,bitrate,server_runtime,client_runtime,mse_ori_mean,psnr_ori_mean,ssim_ori_mean,vmaf_ori_mean,mse_inp_mean,psnr_inp_mean,ssim_inp_mean,vmaf_inp_mean
Tears_of_Steel_4k,3,1280x720,20,0.75,0.0,10,10,48,573000,3,55,14.762,36.68033333333334,0.9405666666666667,71.41810148333333,342.80116666666675,22.940833333333334,0.8404,42.29710691666666
Tears_of_Steel_4k,3,1280x720,20,0.75,0.5,2,2,12,573000,6,87,14.736833333333339,36.68916666666667,0.94045,71.77968145,744.2828333333334,19.950833333333332,0.7942666666666668,44.96147876666667
Tears_of_Steel_4k,3,1280x720,20,0.75,0.5,2,10,12,573000,3,60,14.736833333333339,36.68916666666667,0.94045,71.77968145,433.1373333333333,21.99233333333333,0.81615,44.56943403333334
Tears_of_Steel_4k,3,1280x720,20,0.75,0.5,2,10,48,573000,3,73,14.736833333333339,36.68916666666667,0.94045,71.77968145,534.2901666666667,21.152499999999996,0.8151166666666666,44.93086054999999
Tears_of_Steel_4k,3,1280x720,20,0.75,0.5,10,2,12,573000,3,56,14.736833333333339,36.68916666666667,0.94045,71.77968145,462.8161666666667,21.778333333333325,0.8241666666666666,44.99093781666667
Tears_of_Steel_4k,3,1280x720,20,0.75,0.5,10,10,12,573000,3,53,14.736833333333339,36.68916666666667,0.94045,71.77968145,528.4205000000001,21.260333333333335,0.8179166666666667,44.94017013333333
Tears_of_Steel_4k,3,1280x720,20,0.75,0.5,10,10,48,573000,3,60,14.736833333333339,36.68916666666667,0.94045,71.77968145,503.92216666666656,21.458166666666664,0.8309166666666666,45.088318766666674
Tears_of_Steel_4k,3,1280x720,20,0.75,1.0,2,2,12,573000,7,88,14.813,36.66516666666667,0.9403499999999999,71.38328768333334,710.2769999999999,19.977166666666665,0.7964833333333333,45.49853713333333
Tears_of_Steel_4k,3,1280x720,20,0.75,1.0,2,10,12,573000,4,55,14.813,36.66516666666667,0.9403499999999999,71.38328768333334,412.88133333333343,22.18583333333333,0.8212166666666667,45.176855666666675
Tears_of_Steel_4k,3,1280x720,20,0.75,1.0,2,10,48,573000,5,73,14.813,36.66516666666667,0.9403499999999999,71.38328768333334,542.1835,20.977833333333333,0.8156333333333333,45.49017568333333
Tears_of_Steel_4k,3,1280x720,20,0.75,1.0,10,2,12,573000,3,57,14.813,36.66516666666667,0.9403499999999999,71.38328768333334,447.27750000000003,21.786166666666666,0.8261666666666666,45.530273416666674
Tears_of_Steel_4k,3,1280x720,20,0.75,1.0,10,10,12,573000,3,53,14.813,36.66516666666667,0.9403499999999999,71.38328768333334,513.9235000000001,21.23616666666666,0.8197666666666665,45.478584166666664
Tears_of_Steel_4k,3,1280x720,20,0.75,1.0,10,10,48,573000,4,58,14.813,36.66516666666667,0.9403499999999999,71.38328768333334,531.2410000000001,21.083666666666666,0.8309333333333334,45.608256399999995
Tears_of_Steel_4k,3,1280x704,32,0.25,0.0,2,2,12,1637000,14,84,6.656,40.123333333333335,0.96515,91.70221145000001,21.146166666666666,35.092999999999996,0.9571666666666666,88.11142626666668
Tears_of_Steel_4k,3,1280x704,32,0.25,0.0,2,10,12,1637000,3,57,6.656,40.123333333333335,0.96515,91.70221145000001,21.773500000000002,34.953,0.9573666666666667,88.04552096666667
Tears_of_Steel_4k,3,1280x704,32,0.25,0.0,2,10,48,1637000,3,68,6.656,40.123333333333335,0.96515,91.70221145000001,20.985666666666667,35.09783333333334,0.9573666666666666,88.12802213333335
Tears_of_Steel_4k,3,1280x704,32,0.25,0.0,10,2,12,1637000,3,56,6.656,40.123333333333335,0.96515,91.70221145000001,20.898166666666665,35.12916666666668,0.95755,88.17221238333333
Tears_of_Steel_4k,3,1280x704,32,0.25,0.0,10,10,12,1637000,4,56,6.656,40.123333333333335,0.96515,91.70221145000001,20.918833333333335,35.1215,0.9575666666666667,88.16492246666665
Tears_of_Steel_4k,3,1280x704,32,0.25,0.0,10,10,48,1637000,3,56,6.656,40.123333333333335,0.96515,91.70221145000001,20.72066666666666,35.144666666666666,0.9574999999999999,88.17743151666666
Tears_of_Steel_4k,3,1280x704,32,0.25,0.5,2,2,12,1637000,7,82,6.668666666666667,40.115333333333325,0.9650333333333332,91.62227096666666,21.77083333333333,34.94916666666666,0.9583333333333333,89.12208201666665
Tears_of_Steel_4k,3,1280x704,32,0.25,0.5,2,10,12,1637000,3,58,6.668666666666667,40.115333333333325,0.9650333333333332,91.62227096666666,21.952333333333332,34.914166666666674,0.9586999999999999,89.06933684999998
Tears_of_Steel_4k,3,1280x704,32,0.25,0.5,2,10,48,1637000,4,68,6.668666666666667,40.115333333333325,0.9650333333333332,91.62227096666666,21.471833333333336,35.00183333333334,0.9585833333333332,89.12223533333332
Tears_of_Steel_4k,3,1280x704,32,0.25,0.5,10,2,12,1637000,3,55,6.668666666666667,40.115333333333325,0.9650333333333332,91.62227096666666,21.033833333333337,35.092000000000006,0.9587999999999999,89.1873311
Tears_of_Steel_4k,3,1280x704,32,0.25,0.5,10,10,12,1637000,3,52,6.668666666666667,40.115333333333325,0.9650333333333332,91.62227096666666,21.012333333333334,35.09733333333333,0.9588499999999999,89.18020974999999
Tears_of_Steel_4k,3,1280x704,32,0.25,0.5,10,10,48,1637000,2,55,6.668666666666667,40.115333333333325,0.9650333333333332,91.62227096666666,20.92033333333333,35.104000000000006,0.9588166666666667,89.1834879
Tears_of_Steel_4k,3,1280x704,32,0.25,1.0,2,2,12,1637000,8,84,6.661166666666666,40.11516666666666,0.9651,91.72776693333334,21.578666666666667,34.97950000000001,0.95835,89.19056856666666
Tears_of_Steel_4k,3,1280x704,32,0.25,1.0,2,10,12,1637000,3,54,6.661166666666666,40.11516666666666,0.9651,91.72776693333334,21.719833333333337,34.936833333333325,0.9586500000000001,89.15311094999998
Tears_of_Steel_4k,3,1280x704,32,0.25,1.0,2,10,48,1637000,3,67,6.661166666666666,40.11516666666666,0.9651,91.72776693333334,21.076500000000006,35.05416666666667,0.95865,89.18746516666667
Tears_of_Steel_4k,3,1280x704,32,0.25,1.0,10,2,12,1637000,3,52,6.661166666666666,40.11516666666666,0.9651,91.72776693333334,20.975499999999997,35.098166666666664,0.95875,89.245798
Tears_of_Steel_4k,3,1280x704,32,0.25,1.0,10,10,12,1637000,2,52,6.661166666666666,40.11516666666666,0.9651,91.72776693333334,20.878166666666665,35.106833333333334,0.95885,89.24625946666667
Tears_of_Steel_4k,3,1280x704,32,0.25,1.0,10,10,48,1637000,3,54,6.661166666666666,40.11516666666666,0.9651,91.72776693333334,20.766500000000004,35.126333333333335,0.9587833333333332,89.2515422
Tears_of_Steel_4k,3,1280x704,32,0.5,0.0,2,2,12,1105000,7,83,8.806999999999999,38.92249999999999,0.9571833333333333,84.87881831666667,139.62800000000001,26.98916666666667,0.9307166666666666,75.68085503333332
Tears_of_Steel_4k,3,1280x704,32,0.5,0.0,2,10,12,1105000,3,56,8.806999999999999,38.92249999999999,0.9571833333333333,84.87881831666667,135.34716666666668,27.1325,0.9329166666666666,75.35587766666669
Tears_of_Steel_4k,3,1280x704,32,0.5,0.0,2,10,48,1105000,3,67,8.806999999999999,38.92249999999999,0.9571833333333333,84.87881831666667,91.21849999999999,28.616,0.9348333333333334,75.66847066666665
Tears_of_Steel_4k,3,1280x704,32,0.5,0.0,10,2,12,1105000,3,54,8.806999999999999,38.92249999999999,0.9571833333333333,84.87881831666667,89.82183333333334,28.73966666666667,0.9370666666666666,75.83836398333334
Tears_of_Steel_4k,3,1280x704,32,0.5,0.0,10,10,12,1105000,3,50,8.806999999999999,38.92249999999999,0.9571833333333333,84.87881831666667,101.99366666666667,28.22116666666667,0.93665,75.78838046666667
Tears_of_Steel_4k,3,1280x704,32,0.5,0.0,10,10,48,1105000,3,53,8.806999999999999,38.92249999999999,0.9571833333333333,84.87881831666667,78.45683333333335,29.2455,0.9381499999999999,75.87546188333334
Tears_of_Steel_4k,3,1280x704,32,0.5,0.5,2,2,12,1105000,7,85,8.825333333333333,38.91333333333334,0.9570666666666666,84.79913326666666,138.978,27.021833333333333,0.9304333333333332,77.02031741666669
Tears_of_Steel_4k,3,1280x704,32,0.5,0.5,2,10,12,1105000,3,59,8.825333333333333,38.91333333333334,0.9570666666666666,84.79913326666666,136.2725,27.08666666666667,0.9326333333333333,76.84103886666666
Tears_of_Steel_4k,3,1280x704,32,0.5,0.5,2,10,48,1105000,4,67,8.825333333333333,38.91333333333334,0.9570666666666666,84.79913326666666,91.05233333333334,28.62516666666666,0.9344666666666666,77.01464445000002
Tears_of_Steel_4k,3,1280x704,32,0.5,0.5,10,2,12,1105000,3,53,8.825333333333333,38.91333333333334,0.9570666666666666,84.79913326666666,90.19700000000002,28.779833333333332,0.9371499999999998,77.22035963333333
Tears_of_Steel_4k,3,1280x704,32,0.5,0.5,10,10,12,1105000,3,53,8.825333333333333,38.91333333333334,0.9570666666666666,84.79913326666666,102.85633333333335,28.284999999999993,0.9366333333333333,77.19477726666668
Tears_of_Steel_4k,3,1280x704,32,0.5,0.5,10,10,48,1105000,2,57,8.825333333333333,38.91333333333334,0.9570666666666666,84.79913326666666,76.18233333333335,29.376500000000004,0.9383499999999999,77.2519329
Tears_of_Steel_4k,3,1280x704,32,0.5,1.0,2,2,12,1105000,7,85,8.855666666666666,38.90016666666667,0.9569500000000001,84.75350096666666,123.85683333333331,27.450833333333335,0.9315,77.04601646666669
Tears_of_Steel_4k,3,1280x704,32,0.5,1.0,2,10,12,1105000,3,56,8.855666666666666,38.90016666666667,0.9569500000000001,84.75350096666666,127.17616666666665,27.364166666666666,0.9332833333333335,76.8531414
Tears_of_Steel_4k,3,1280x704,32,0.5,1.0,2,10,48,1105000,3,63,8.855666666666666,38.90016666666667,0.9569500000000001,84.75350096666666,82.40616666666666,29.061333333333334,0.9355166666666667,77.01564574999999
Tears_of_Steel_4k,3,1280x704,32,0.5,1.0,10,2,12,1105000,3,53,8.855666666666666,38.90016666666667,0.9569500000000001,84.75350096666666,80.842,29.21183333333333,0.9373833333333335,77.20698433333334
Tears_of_Steel_4k,3,1280x704,32,0.5,1.0,10,10,12,1105000,3,53,8.855666666666666,38.90016666666667,0.9569500000000001,84.75350096666666,86.83366666666667,28.9035,0.9371666666666667,77.18569953333332
Tears_of_Steel_4k,3,1280x704,32,0.5,1.0,10,10,48,1105000,3,55,8.855666666666666,38.90016666666667,0.9569500000000001,84.75350096666666,71.32250000000002,29.742666666666665,0.9385666666666667,77.21729511666666
Tears_of_Steel_4k,3,1280x704,32,0.75,0.0,2,2,12,560000,6,83,15.145499999999998,36.595333333333336,0.9397333333333333,70.11835811666667,790.7538333333334,19.918833333333335,0.8243166666666667,53.49400176666666
Tears_of_Steel_4k,3,1280x704,32,0.75,0.0,2,10,12,560000,3,56,15.145499999999998,36.595333333333336,0.9397333333333333,70.11835811666667,426.158,22.073833333333333,0.8285333333333333,51.9525816
Tears_of_Steel_4k,3,1280x704,32,0.75,0.0,2,10,48,560000,2,69,15.145499999999998,36.595333333333336,0.9397333333333333,70.11835811666667,490.3486666666667,21.507833333333334,0.84445,53.19804866666666
Tears_of_Steel_4k,3,1280x704,32,0.75,0.0,10,2,12,560000,3,53,15.145499999999998,36.595333333333336,0.9397333333333333,70.11835811666667,547.4486666666667,21.229000000000003,0.8373499999999999,53.48132473333333
Tears_of_Steel_4k,3,1280x704,32,0.75,0.0,10,10,12,560000,3,52,15.145499999999998,36.595333333333336,0.9397333333333333,70.11835811666667,582.0876666666666,20.9885,0.8302833333333334,53.36338271666666
Tears_of_Steel_4k,3,1280x704,32,0.75,0.0,10,10,48,560000,2,56,15.145499999999998,36.595333333333336,0.9397333333333333,70.11835811666667,552.3085,21.030166666666663,0.8494333333333334,53.67155293333334
Tears_of_Steel_4k,3,1280x704,32,0.75,0.5,2,2,12,560000,6,79,15.233666666666666,36.56483333333333,0.9395,69.94697763333333,1124.4518333333333,18.700499999999998,0.8080333333333335,54.79998973333333
Tears_of_Steel_4k,3,1280x704,32,0.75,0.5,2,10,12,560000,3,57,15.233666666666666,36.56483333333333,0.9395,69.94697763333333,472.03016666666656,21.662333333333333,0.8180833333333333,53.82498096666667
Tears_of_Steel_4k,3,1280x704,32,0.75,0.5,2,10,48,560000,3,69,15.233666666666666,36.56483333333333,0.9395,69.94697763333333,627.7968333333332,20.5475,0.8276833333333333,54.77673833333333
Tears_of_Steel_4k,3,1280x704,32,0.75,0.5,10,2,12,560000,3,54,15.233666666666666,36.56483333333333,0.9395,69.94697763333333,708.2491666666667,20.082666666666665,0.8249999999999997,54.9105227
Tears_of_Steel_4k,3,1280x704,32,0.75,0.5,10,10,12,560000,3,53,15.233666666666666,36.56483333333333,0.9395,69.94697763333333,690.3361666666668,20.152166666666666,0.8183999999999999,54.84382836666666
Tears_of_Steel_4k,3,1280x704,32,0.75,0.5,10,10,48,560000,2,56,15.233666666666666,36.56483333333333,0.9395,69.94697763333333,879.2361666666665,19.282833333333333,0.8337333333333332,55.14011815
Tears_of_Steel_4k,3,1280x704,32,0.75,1.0,2,2,12,560000,6,84,15.291000000000002,36.542,0.9393666666666666,69.70513430000001,1091.2520000000002,18.5775,0.80705,54.9191945
Tears_of_Steel_4k,3,1280x704,32,0.75,1.0,2,10,12,560000,3,57,15.291000000000002,36.542,0.9393666666666666,69.70513430000001,463.2343333333334,21.743666666666666,0.8209,54.035913366666676
Tears_of_Steel_4k,3,1280x704,32,0.75,1.0,2,10,48,560000,3,67,15.291000000000002,36.542,0.9393666666666666,69.70513430000001,665.9031666666666,20.27183333333333,0.8251333333333333,54.76359193333333
Tears_of_Steel_4k,3,1280x704,32,0.75,1.0,10,2,12,560000,2,52,15.291000000000002,36.542,0.9393666666666666,69.70513430000001,630.2419999999998,20.558500000000002,0.8253166666666666,55.08390210000001
Tears_of_Steel_4k,3,1280x704,32,0.75,1.0,10,10,12,560000,3,53,15.291000000000002,36.542,0.9393666666666666,69.70513430000001,629.294,20.494833333333336,0.8180333333333334,55.00006935000001
Tears_of_Steel_4k,3,1280x704,32,0.75,1.0,10,10,48,560000,3,55,15.291000000000002,36.542,0.9393666666666666,69.70513430000001,853.699,19.3255,0.8316833333333331,55.24030713333333
Tears_of_Steel_4k,3,1280x720,40,0.25,0.0,2,2,12,1672000,13,84,6.440833333333333,40.240500000000004,0.9659666666666666,92.80065763333333,22.213166666666666,34.86683333333333,0.9574333333333332,87.99445348333333
Tears_of_Steel_4k,3,1280x720,40,0.25,0.0,2,10,12,1672000,3,56,6.440833333333333,40.240500000000004,0.9659666666666666,92.80065763333333,23.2575,34.66133333333334,0.9575333333333333,87.88450985000001
Tears_of_Steel_4k,3,1280x720,40,0.25,0.0,2,10,48,1672000,3,67,6.440833333333333,40.240500000000004,0.9659666666666666,92.80065763333333,21.464499999999997,34.965333333333334,0.9576166666666666,87.98520516666667
Tears_of_Steel_4k,3,1280x720,40,0.25,0.0,10,2,12,1672000,3,54,6.440833333333333,40.240500000000004,0.9659666666666666,92.80065763333333,21.448833333333333,34.99016666666667,0.9578666666666665,88.04326126666668
Tears_of_Steel_4k,3,1280x720,40,0.25,0.0,10,10,12,1672000,3,53,6.440833333333333,40.240500000000004,0.9659666666666666,92.80065763333333,21.441166666666668,34.980000000000004,0.9579166666666665,88.03487906666666
Tears_of_Steel_4k,3,1280x720,40,0.25,0.0,10,10,48,1672000,3,56,6.440833333333333,40.240500000000004,0.9659666666666666,92.80065763333333,21.30933333333333,35.00233333333333,0.9579166666666665,88.0479382
Tears_of_Steel_4k,3,1280x720,40,0.25,0.5,2,2,12,1672000,7,80,6.441999999999999,40.24066666666667,0.9659833333333334,92.81914728333332,21.76716666666667,34.915333333333336,0.9581333333333332,88.56676061666666
Tears_of_Steel_4k,3,1280x720,40,0.25,0.5,2,10,12,1672000,3,55,6.441999999999999,40.24066666666667,0.9659833333333334,92.81914728333332,23.193166666666666,34.68816666666667,0.9583333333333333,88.45890386666666
Tears_of_Steel_4k,3,1280x720,40,0.25,0.5,2,10,48,1672000,3,66,6.441999999999999,40.24066666666667,0.9659833333333334,92.81914728333332,21.715666666666667,34.92833333333333,0.9582999999999998,88.54066701666666
Tears_of_Steel_4k,3,1280x720,40,0.25,0.5,10,2,12,1672000,2,54,6.441999999999999,40.24066666666667,0.9659833333333334,92.81914728333332,21.5535,34.993500000000004,0.9586333333333332,88.61980671666667
Tears_of_Steel_4k,3,1280x720,40,0.25,0.5,10,10,12,1672000,3,54,6.441999999999999,40.24066666666667,0.9659833333333334,92.81914728333332,21.563833333333335,34.98783333333334,0.9586999999999999,88.61147376666666
Tears_of_Steel_4k,3,1280x720,40,0.25,0.5,10,10,48,1672000,3,56,6.441999999999999,40.24066666666667,0.9659833333333334,92.81914728333332,21.408666666666665,35.010000000000005,0.9585833333333332,88.60704618333332
Tears_of_Steel_4k,3,1280x720,40,0.25,1.0,2,2,12,1672000,8,85,6.448833333333334,40.234833333333334,0.9659666666666666,92.81238255,22.172833333333337,34.858666666666664,0.9581333333333333,88.55965285000002
Tears_of_Steel_4k,3,1280x720,40,0.25,1.0,2,10,12,1672000,3,56,6.448833333333334,40.234833333333334,0.9659666666666666,92.81238255,23.02166666666666,34.726,0.9582833333333333,88.50736185
Tears_of_Steel_4k,3,1280x720,40,0.25,1.0,2,10,48,1672000,3,66,6.448833333333334,40.234833333333334,0.9659666666666666,92.81238255,22.049666666666663,34.888999999999996,0.9582166666666665,88.5477274
Tears_of_Steel_4k,3,1280x720,40,0.25,1.0,10,2,12,1672000,3,51,6.448833333333334,40.234833333333334,0.9659666666666666,92.81238255,21.780333333333335,34.947333333333326,0.9584833333333332,88.62054395
Tears_of_Steel_4k,3,1280x720,40,0.25,1.0,10,10,12,1672000,3,53,6.448833333333334,40.234833333333334,0.9659666666666666,92.81238255,21.864333333333335,34.93,0.9585499999999999,88.61969900000003
Tears_of_Steel_4k,3,1280x720,40,0.25,1.0,10,10,48,1672000,3,54,6.448833333333334,40.234833333333334,0.9659666666666666,92.81238255,21.546333333333333,34.98500000000001,0.9585333333333332,88.62747248333332
Tears_of_Steel_4k,3,1280x720,40,0.5,0.0,2,2,12,1129000,6,85,8.454833333333335,39.081500000000005,0.9584333333333334,86.47733754999999,182.64833333333337,25.861666666666668,0.9291,76.03831048333335
Tears_of_Steel_4k,3,1280x720,40,0.5,0.0,2,10,12,1129000,3,56,8.454833333333335,39.081500000000005,0.9584333333333334,86.47733754999999,183.52216666666672,25.828333333333333,0.9311666666666666,75.67344151666666
Tears_of_Steel_4k,3,1280x720,40,0.5,0.0,2,10,48,1129000,3,68,8.454833333333335,39.081500000000005,0.9584333333333334,86.47733754999999,109.606,27.87216666666667,0.9341166666666666,75.96490648333334
Tears_of_Steel_4k,3,1280x720,40,0.5,0.0,10,2,12,1129000,3,54,8.454833333333335,39.081500000000005,0.9584333333333334,86.47733754999999,106.699,27.976333333333336,0.9365666666666667,76.17586633333332
Tears_of_Steel_4k,3,1280x720,40,0.5,0.0,10,10,12,1129000,4,53,8.454833333333335,39.081500000000005,0.9584333333333334,86.47733754999999,128.65466666666666,27.225499999999997,0.9359833333333334,76.13762345
Tears_of_Steel_4k,3,1280x720,40,0.5,0.0,10,10,48,1129000,4,55,8.454833333333335,39.081500000000005,0.9584333333333334,86.47733754999999,89.72883333333331,28.655000000000005,0.9380166666666666,76.2100609666667
Tears_of_Steel_4k,3,1280x720,40,0.5,0.5,2,2,12,1129000,6,83,8.458499999999999,39.08016666666666,0.9584333333333332,86.46643521666668,189.5625,25.731333333333335,0.9286166666666668,77.13304086666668
Tears_of_Steel_4k,3,1280x720,40,0.5,0.5,2,10,12,1129000,2,56,8.458499999999999,39.08016666666666,0.9584333333333332,86.46643521666668,192.64566666666664,25.64283333333333,0.9307833333333332,76.83206983333335
Tears_of_Steel_4k,3,1280x720,40,0.5,0.5,2,10,48,1129000,3,68,8.458499999999999,39.08016666666666,0.9584333333333332,86.46643521666668,117.99766666666669,27.586833333333338,0.9341,77.12169103333335
Tears_of_Steel_4k,3,1280x720,40,0.5,0.5,10,2,12,1129000,4,54,8.458499999999999,39.08016666666666,0.9584333333333332,86.46643521666668,112.7055,27.790666666666667,0.9368333333333335,77.25353538333336
Tears_of_Steel_4k,3,1280x720,40,0.5,0.5,10,10,12,1129000,3,53,8.458499999999999,39.08016666666666,0.9584333333333332,86.46643521666668,131.77266666666668,27.113833333333336,0.9364,77.21551051666667
Tears_of_Steel_4k,3,1280x720,40,0.5,0.5,10,10,48,1129000,3,55,8.458499999999999,39.08016666666666,0.9584333333333332,86.46643521666668,91.96466666666669,28.57083333333333,0.9384833333333333,77.30197913333332
Tears_of_Steel_4k,3,1280x720,40,0.5,1.0,2,2,12,1129000,7,84,8.456666666666667,39.077333333333335,0.9584333333333334,86.51376909999999,165.56383333333332,26.320833333333333,0.9304166666666667,77.83705993333334
Tears_of_Steel_4k,3,1280x720,40,0.5,1.0,2,10,12,1129000,3,57,8.456666666666667,39.077333333333335,0.9584333333333334,86.51376909999999,171.467,26.203166666666664,0.9325499999999999,77.56700411666667
Tears_of_Steel_4k,3,1280x720,40,0.5,1.0,2,10,48,1129000,3,69,8.456666666666667,39.077333333333335,0.9584333333333334,86.51376909999999,107.44016666666668,28.01033333333333,0.9352333333333332,77.84036251666666
Tears_of_Steel_4k,3,1280x720,40,0.5,1.0,10,2,12,1129000,3,54,8.456666666666667,39.077333333333335,0.9584333333333334,86.51376909999999,101.12849999999999,28.370333333333335,0.9377666666666667,77.99101385
Tears_of_Steel_4k,3,1280x720,40,0.5,1.0,10,10,12,1129000,3,50,8.456666666666667,39.077333333333335,0.9584333333333334,86.51376909999999,115.84133333333332,27.78533333333333,0.9373666666666668,77.96060628333333
Tears_of_Steel_4k,3,1280x720,40,0.5,1.0,10,10,48,1129000,3,56,8.456666666666667,39.077333333333335,0.9584333333333334,86.51376909999999,85.724,28.94883333333333,0.9391666666666668,78.05991023333333
Tears_of_Steel_4k,3,1280x720,40,0.75,0.0,2,2,12,573000,6,85,14.808,36.66416666666666,0.9404833333333333,71.3662652,1085.2976666666666,18.913333333333334,0.8106333333333333,51.997774233333324
Tears_of_Steel_4k,3,1280x720,40,0.75,0.0,2,10,12,573000,3,57,14.808,36.66416666666666,0.9404833333333333,71.3662652,508.447,21.29633333333333,0.81475,50.444336216666656
Tears_of_Steel_4k,3,1280x720,40,0.75,0.0,2,10,48,573000,3,69,14.808,36.66416666666666,0.9404833333333333,71.3662652,599.9261666666666,20.78783333333333,0.8330666666666667,51.607124283333334
Tears_of_Steel_4k,3,1280x720,40,0.75,0.0,10,2,12,573000,3,55,14.808,36.66416666666666,0.9404833333333333,71.3662652,789.7451666666667,19.895333333333333,0.8307833333333334,52.075961583333324
Tears_of_Steel_4k,3,1280x720,40,0.75,0.0,10,10,12,573000,3,54,14.808,36.66416666666666,0.9404833333333333,71.3662652,818.6481666666665,19.682499999999994,0.8241833333333334,51.93283613333333
Tears_of_Steel_4k,3,1280x720,40,0.75,0.0,10,10,48,573000,3,56,14.808,36.66416666666666,0.9404833333333333,71.3662652,659.8346666666665,20.41283333333333,0.8436666666666667,52.24533203333335
Tears_of_Steel_4k,3,1280x720,40,0.75,0.5,2,2,12,573000,5,85,14.763499999999997,36.6865,0.9404499999999999,71.61341635000001,1426.9748333333334,17.876833333333334,0.7938833333333335,53.48473613333335
Tears_of_Steel_4k,3,1280x720,40,0.75,0.5,2,10,12,573000,3,53,14.763499999999997,36.6865,0.9404499999999999,71.61341635000001,582.0229999999999,20.866500000000006,0.8035000000000001,52.431082550000006
Tears_of_Steel_4k,3,1280x720,40,0.75,0.5,2,10,48,573000,3,69,14.763499999999997,36.6865,0.9404499999999999,71.61341635000001,812.9086666666667,19.633166666666664,0.8160500000000002,53.372996416666666
Tears_of_Steel_4k,3,1280x720,40,0.75,0.5,10,2,12,573000,3,54,14.763499999999997,36.6865,0.9404499999999999,71.61341635000001,1049.7878333333335,18.6225,0.8143999999999999,53.52836108333334
Tears_of_Steel_4k,3,1280x720,40,0.75,0.5,10,10,12,573000,3,53,14.763499999999997,36.6865,0.9404499999999999,71.61341635000001,956.1128333333334,18.88633333333333,0.8063833333333335,53.477941433333335
Tears_of_Steel_4k,3,1280x720,40,0.75,0.5,10,10,48,573000,3,55,14.763499999999997,36.6865,0.9404499999999999,71.61341635000001,1116.2816666666665,18.309166666666666,0.8264333333333334,53.79973653333332
Tears_of_Steel_4k,3,1280x720,40,0.75,1.0,2,2,12,573000,5,84,14.740499999999999,36.68983333333334,0.9407166666666666,71.62323258333332,1503.5001666666665,17.64533333333333,0.7971333333333335,54.470299700000005
Tears_of_Steel_4k,3,1280x720,40,0.75,1.0,2,10,12,573000,3,56,14.740499999999999,36.68983333333334,0.9407166666666666,71.62323258333332,562.635,21.07283333333333,0.8082833333333335,53.36854985
Tears_of_Steel_4k,3,1280x720,40,0.75,1.0,2,10,48,573000,3,70,14.740499999999999,36.68983333333334,0.9407166666666666,71.62323258333332,889.7156666666667,19.2065,0.8161833333333335,54.29371243333334
Tears_of_Steel_4k,3,1280x720,40,0.75,1.0,10,2,12,573000,3,54,14.740499999999999,36.68983333333334,0.9407166666666666,71.62323258333332,1013.7106666666665,18.791166666666665,0.8158666666666667,54.52614856666667
Tears_of_Steel_4k,3,1280x720,40,0.75,1.0,10,10,12,573000,2,54,14.740499999999999,36.68983333333334,0.9407166666666666,71.62323258333332,933.3493333333332,18.968,0.8074333333333333,54.4623677
Tears_of_Steel_4k,3,1280x720,40,0.75,1.0,10,10,48,573000,3,53,14.740499999999999,36.68983333333334,0.9407166666666666,71.62323258333332,1224.224333333333,17.863666666666667,0.8248666666666666,54.71398998333333
Tears_of_Steel_4k,9,640x352,16,0.25,0.0,2,2,12,422000,9,39,43.370000000000005,31.8443137254902,0.8708235294117647,48.627612450980386,106.88705882352943,27.937058823529412,0.7919215686274509,29.407588862745097
Tears_of_Steel_4k,9,640x352,16,0.25,0.0,2,2,48,422000,1,51,43.370000000000005,31.8443137254902,0.8708235294117647,48.627612450980386,105.31411764705881,28.000588235294117,0.7931372549019607,29.43582225490196
Tears_of_Steel_4k,9,640x352,16,0.25,0.0,2,10,12,422000,1,33,43.370000000000005,31.8443137254902,0.8708235294117647,48.627612450980386,110.0486274509804,27.80529411764706,0.7902745098039214,29.271351980392154
Tears_of_Steel_4k,9,640x352,16,0.25,0.0,2,10,48,422000,2,37,43.370000000000005,31.8443137254902,0.8708235294117647,48.627612450980386,105.34862745098039,27.985294117647058,0.7927450980392156,29.383848039215692
Tears_of_Steel_4k,9,640x352,16,0.25,0.0,10,2,12,422000,1,31,43.370000000000005,31.8443137254902,0.8708235294117647,48.627612450980386,105.78039215686276,27.97666666666666,0.7919411764705883,29.43535260784314
Tears_of_Steel_4k,9,640x352,16,0.25,0.0,10,2,48,422000,1,35,43.370000000000005,31.8443137254902,0.8708235294117647,48.627612450980386,103.80254901960785,28.053529411764707,0.7930784313725491,29.478751372549016
Tears_of_Steel_4k,9,640x352,16,0.25,0.0,10,10,12,422000,1,29,43.370000000000005,31.8443137254902,0.8708235294117647,48.627612450980386,105.94019607843137,27.967450980392154,0.7917450980392157,29.416257823529413
Tears_of_Steel_4k,9,640x352,16,0.25,0.0,10,10,48,422000,1,31,43.370000000000005,31.8443137254902,0.8708235294117647,48.627612450980386,104.44392156862746,28.028431372549015,0.7927254901960785,29.45435041176471
Tears_of_Steel_4k,9,640x352,16,0.25,0.5,2,2,12,422000,3,46,42.81823529411765,31.908627450980394,0.8722352941176471,49.19663023529412,108.63352941176471,27.87764705882353,0.7917450980392156,29.990510862745097
