video_name,scene_number,resolution,square_size,percentage_to_remove,alpha,neighbor_length,ref_stride,subvideo_length,bitrate,server_runtime,client_runtime,mse_ori_mean,psnr_ori_mean,ssim_ori_mean,vmaf_ori_mean,mse_inp_mean,psnr_inp_mean,ssim_inp_mean,vmaf_inp_mean
Tears_of_Steel_4k,3,640x360,20,0.25,1.0,2,2,48,431000,1,34,16.240166666666667,36.19899999999999,0.93835,64.67838423333335,37.399499999999996,32.57449999999999,0.9243833333333333,56.89975548333334
Tears_of_Steel_4k,3,640x360,20,0.25,1.0,2,10,12,431000,1,20,16.240166666666667,36.19899999999999,0.93835,64.67838423333335,38.76133333333333,32.44433333333333,0.9248166666666667,56.875629466666666
Tears_of_Steel_4k,3,640x360,20,0.25,1.0,2,10,48,431000,1,22,16.240166666666667,36.19899999999999,0.93835,64.67838423333335,37.9225,32.53283333333333,0.9246666666666669,56.89633483333333
Tears_of_Steel_4k,3,640x360,20,0.25,1.0,10,2,12,431000,1,20,16.240166666666667,36.19899999999999,0.93835,64.67838423333335,38.118,32.5275,0.9247000000000001,56.90646741666667
Tears_of_Steel_4k,3,640x360,20,0.25,1.0,10,2,48,431000,1,23,16.240166666666667,36.19899999999999,0.93835,64.67838423333335,37.60933333333333,32.57566666666666,0.9244,56.90883856666667
Tears_of_Steel_4k,3,640x360,20,0.25,1.0,10,10,12,431000,2,19,16.240166666666667,36.19899999999999,0.93835,64.67838423333335,38.22083333333333,32.513333333333335,0.9247500000000001,56.904690583333334
Tears_of_Steel_4k,3,640x360,20,0.25,1.0,10,10,48,431000,1,21,16.240166666666667,36.19899999999999,0.93835,64.67838423333335,37.902833333333334,32.55266666666667,0.9247166666666669,56.910455649999996
Tears_of_Steel_4k,3,640x360,20,0.5,0.0,2,2,12,289000,3,29,22.334500000000006,34.80083333333333,0.9267166666666669,55.25852555000001,131.22416666666666,27.1395,0.8946833333333334,42.702257100000004
Tears_of_Steel_4k,3,640x360,20,0.5,0.0,2,2,48,289000,2,33,22.334500000000006,34.80083333333333,0.9267166666666669,55.25852555000001,116.20250000000001,27.607333333333337,0.8949166666666666,42.76886971666667
Tears_of_Steel_4k,3,640x360,20,0.5,0.0,2,10,12,289000,2,21,22.334500000000006,34.80083333333333,0.9267166666666669,55.25852555000001,149.11500000000004,26.639666666666663,0.8949666666666667,42.57601831666666
Tears_of_Steel_4k,3,640x360,20,0.5,0.0,2,10,48,289000,1,21,22.334500000000006,34.80083333333333,0.9267166666666669,55.25852555000001,124.00949999999999,27.357999999999997,0.89565,42.66594976666666
Tears_of_Steel_4k,3,640x360,20,0.5,0.0,10,2,12,289000,1,20,22.334500000000006,34.80083333333333,0.9267166666666669,55.25852555000001,132.36883333333333,27.147,0.8957166666666666,42.72701055
Tears_of_Steel_4k,3,640x360,20,0.5,0.0,10,2,48,289000,1,23,22.334500000000006,34.80083333333333,0.9267166666666669,55.25852555000001,117.45816666666666,27.61933333333333,0.8953666666666666,42.7942944
Tears_of_Steel_4k,3,640x360,20,0.5,0.0,10,10,12,289000,1,19,22.334500000000006,34.80083333333333,0.9267166666666669,55.25852555000001,134.611,27.069333333333336,0.8956166666666666,42.71470125
Tears_of_Steel_4k,3,640x360,20,0.5,0.0,10,10,48,289000,2,20,22.334500000000006,34.80083333333333,0.9267166666666669,55.25852555000001,126.18133333333331,27.331833333333336,0.8958999999999999,42.740797866666675
Tears_of_Steel_4k,3,640x360,20,0.5,0.5,2,2,12,289000,4,30,22.353166666666667,34.79666666666666,0.9267,55.104147799999986,128.16666666666666,27.1755,0.8981166666666668,44.764445
Tears_of_Steel_4k,3,640x360,20,0.5,0.5,2,2,48,289000,1,33,22.353166666666667,34.79666666666666,0.9267,55.104147799999986,120.1615,27.49166666666667,0.89765,44.80935211666666
Tears_of_Steel_4k,3,640x360,20,0.5,0.5,2,10,12,289000,1,21,22.353166666666667,34.79666666666666,0.9267,55.104147799999986,146.82966666666664,26.659833333333335,0.8986500000000001,44.67932899999999
Tears_of_Steel_4k,3,640x360,20,0.5,0.5,2,10,48,289000,2,21,22.353166666666667,34.79666666666666,0.9267,55.104147799999986,128.49866666666665,27.232333333333333,0.8986833333333332,44.75470101666667
Tears_of_Steel_4k,3,640x360,20,0.5,0.5,10,2,12,289000,2,21,22.353166666666667,34.79666666666666,0.9267,55.104147799999986,129.3945,27.202166666666667,0.8993833333333333,44.79806931666666
Tears_of_Steel_4k,3,640x360,20,0.5,0.5,10,2,48,289000,1,22,22.353166666666667,34.79666666666666,0.9267,55.104147799999986,117.86616666666669,27.619166666666665,0.8987333333333333,44.8524925
Tears_of_Steel_4k,3,640x360,20,0.5,0.5,10,10,12,289000,1,20,22.353166666666667,34.79666666666666,0.9267,55.104147799999986,131.34916666666666,27.124666666666666,0.8994333333333333,44.79141881666667
Tears_of_Steel_4k,3,640x360,20,0.5,0.5,10,10,48,289000,1,20,22.353166666666667,34.79666666666666,0.9267,55.104147799999986,125.58333333333331,27.34433333333333,0.8994999999999999,44.81793443333333
Tears_of_Steel_4k,3,640x360,20,0.5,1.0,2,2,12,289000,4,31,22.242666666666665,34.81916666666667,0.9270833333333335,55.54897526666666,114.96533333333335,27.660000000000004,0.8989333333333334,45.033944133333335
Tears_of_Steel_4k,3,640x360,20,0.5,1.0,2,2,48,289000,2,34,22.242666666666665,34.81916666666667,0.9270833333333335,55.54897526666666,110.02583333333334,27.847333333333335,0.8983166666666667,45.05954543333333
Tears_of_Steel_4k,3,640x360,20,0.5,1.0,2,10,12,289000,2,22,22.242666666666665,34.81916666666667,0.9270833333333335,55.54897526666666,126.85283333333335,27.273,0.8997833333333334,44.95673546666667
Tears_of_Steel_4k,3,640x360,20,0.5,1.0,2,10,48,289000,1,20,22.242666666666665,34.81916666666667,0.9270833333333335,55.54897526666666,110.97250000000001,27.804166666666667,0.8996833333333333,45.02102408333333
Tears_of_Steel_4k,3,640x360,20,0.5,1.0,10,2,12,289000,1,21,22.242666666666665,34.81916666666667,0.9270833333333335,55.54897526666666,111.5225,27.838500000000003,0.9004,45.07035709999999
Tears_of_Steel_4k,3,640x360,20,0.5,1.0,10,2,48,289000,1,22,22.242666666666665,34.81916666666667,0.9270833333333335,55.54897526666666,104.9315,28.080666666666666,0.8996500000000001,45.09518523333334
Tears_of_Steel_4k,3,640x360,20,0.5,1.0,10,10,12,289000,2,19,22.242666666666665,34.81916666666667,0.9270833333333335,55.54897526666666,113.71333333333334,27.746333333333332,0.9003833333333334,45.063786916666665
Tears_of_Steel_4k,3,640x360,20,0.5,1.0,10,10,48,289000,2,20,22.242666666666665,34.81916666666667,0.9270833333333335,55.54897526666666,109.89866666666666,27.879833333333334,0.9004166666666666,45.07695108333333
Tears_of_Steel_4k,3,640x360,20,0.75,0.0,2,2,12,146000,4,28,39.248000000000005,32.34766666666666,0.9056499999999998,39.36687386666666,760.9961666666667,19.454166666666662,0.8130833333333333,22.645558450000003
Tears_of_Steel_4k,3,640x360,20,0.75,0.0,2,2,48,146000,2,32,39.248000000000005,32.34766666666666,0.9056499999999998,39.36687386666666,708.0475000000001,19.75366666666667,0.8086,22.88246206666667
Tears_of_Steel_4k,3,640x360,20,0.75,0.0,2,10,12,146000,2,20,39.248000000000005,32.34766666666666,0.9056499999999998,39.36687386666666,845.6183333333333,19.046000000000003,0.8189333333333333,22.29232815
Tears_of_Steel_4k,3,640x360,20,0.75,0.0,2,10,48,146000,1,21,39.248000000000005,32.34766666666666,0.9056499999999998,39.36687386666666,765.0845,19.458333333333332,0.8158166666666666,22.625055799999995
Tears_of_Steel_4k,3,640x360,20,0.75,0.0,10,2,12,146000,1,21,39.248000000000005,32.34766666666666,0.9056499999999998,39.36687386666666,710.4646666666667,19.732333333333333,0.8250166666666666,22.687699483333333
Tears_of_Steel_4k,3,640x360,20,0.75,0.0,10,2,48,146000,1,24,39.248000000000005,32.34766666666666,0.9056499999999998,39.36687386666666,663.1036666666665,20.040666666666667,0.8227666666666665,22.97546316666666
Tears_of_Steel_4k,3,640x360,20,0.75,0.0,10,10,12,146000,2,20,39.248000000000005,32.34766666666666,0.9056499999999998,39.36687386666666,759.2335,19.446666666666665,0.824,22.66969243333334
Tears_of_Steel_4k,3,640x360,20,0.75,0.0,10,10,48,146000,2,20,39.248000000000005,32.34766666666666,0.9056499999999998,39.36687386666666,704.6325,19.765833333333333,0.8270333333333333,22.752394900000002
