,video_name,scene_number,resolution,frame_rate,square_size,horizontal_stride,vertical_stride,neighbor_length,ref_stride,subvideo_length,adm2_ori_mean,adm2_ori_std,motion2_ori_mean,motion2_ori_std,ms_ssim_ori_mean,ms_ssim_ori_std,psnr_ori_mean,psnr_ori_std,ssim_ori_mean,ssim_ori_std,vif_scale0_ori_mean,vif_scale0_ori_std,vif_scale1_ori_mean,vif_scale1_ori_std,vif_scale2_ori_mean,vif_scale2_ori_std,vif_scale3_ori_mean,vif_scale3_ori_std,vmaf_ori_mean,vmaf_ori_std,adm2_inp_mean,adm2_inp_std,motion2_inp_mean,motion2_inp_std,ms_ssim_inp_mean,ms_ssim_inp_std,psnr_inp_mean,psnr_inp_std,ssim_inp_mean,ssim_inp_std,vif_scale0_inp_mean,vif_scale0_inp_std,vif_scale1_inp_mean,vif_scale1_inp_std,vif_scale2_inp_mean,vif_scale2_inp_std,vif_scale3_inp_mean,vif_scale3_inp_std,vmaf_inp_mean,vmaf_inp_std,shrunk_size,original_size,bitrate_saving
0,Tears_of_Steel_4k,001,640:360,24,20,1,2,2,2,10,0.9685495412844038,0.007348250281192052,7.15479633027523,4.002867879545554,0.9863862385321102,0.0023093396478738796,37.049955045871556,0.9216307019792607,0.9516183486238531,0.012684966058857753,0.5607816513761468,0.03746183283650079,0.875108256880734,0.02882694575502287,0.9300293577981651,0.019865647358043192,0.9570165137614679,0.01398434649859851,92.51263119266055,3.88644296906513,0.33529541284403674,0.06921276828431285,7.15479633027523,4.002867879545554,0.31636530612244895,0.1270559955311861,12.928981651376146,2.4572352425546895,0.5078073394495413,0.09187591743701376,0.04176330275229356,0.03056396347113541,0.07610183486238532,0.04117826193346881,0.08697431192660553,0.04898983530940415,0.09141559633027523,0.05818461864698265,2.389116513761468,3.1741201701478774,168083,244296,0.31196990536071
0,Tears_of_Steel_4k,001,640:360,24,20,1,3,2,2,10,0.9685495412844038,0.007348250281192052,7.15479633027523,4.002867879545554,0.9863862385321102,0.0023093396478738796,37.049955045871556,0.9216307019792607,0.9516183486238531,0.012684966058857753,0.5607816513761468,0.03746183283650079,0.875108256880734,0.02882694575502287,0.9300293577981651,0.019865647358043192,0.9570165137614679,0.01398434649859851,92.51263119266055,3.88644296906513,0.32321559633027513,0.06474474120545597,7.15479633027523,4.002867879545554,0.3156343434343434,0.12329044947173351,12.913844036697245,2.372279839741259,0.5134752293577982,0.08993595473895864,0.03997981651376147,0.029173734952472784,0.07352568807339448,0.037401122491745376,0.08412935779816513,0.043948486896703096,0.08847247706422018,0.051719084291182604,2.08754495412844,2.6306199736974496,124397,244296,0.4907939548744147
0,Tears_of_Steel_4k,001,640:360,24,20,2,1,2,2,10,0.9685495412844038,0.007348250281192052,7.15479633027523,4.002867879545554,0.9863862385321102,0.0023093396478738796,37.049955045871556,0.9216307019792607,0.9516183486238531,0.012684966058857753,0.5607816513761468,0.03746183283650079,0.875108256880734,0.02882694575502287,0.9300293577981651,0.019865647358043192,0.9570165137614679,0.01398434649859851,92.51263119266055,3.88644296906513,0.33249541284403666,0.07179688348920979,7.15479633027523,4.002867879545554,0.3137069306930693,0.1295348511076658,12.96501651376147,2.4869160048703547,0.5085614678899082,0.0904007844814545,0.04250366972477065,0.03224589530756131,0.07707064220183486,0.04475420589122467,0.08811467889908256,0.0534200073936932,0.0925256880733945,0.06269371077747711,2.3451999999999997,3.1958496927004143,193685,244296,0.20717080918230346
0,Tears_of_Steel_4k,001,640:360,24,20,2,2,2,2,10,0.9685495412844038,0.007348250281192052,7.15479633027523,4.002867879545554,0.9863862385321102,0.0023093396478738796,37.049955045871556,0.9216307019792607,0.9516183486238531,0.012684966058857753,0.5607816513761468,0.03746183283650079,0.875108256880734,0.02882694575502287,0.9300293577981651,0.019865647358043192,0.9570165137614679,0.01398434649859851,92.51263119266055,3.88644296906513,0.3216165137614679,0.06314486066557076,7.15479633027523,4.002867879545554,0.3222259999999999,0.12466261994728496,13.046525688073393,2.426651634431603,0.5224183486238532,0.08899758648947403,0.04119449541284404,0.02927077873814564,0.07502201834862385,0.03735545068512156,0.08582935779816513,0.04366849933124582,0.08985321100917432,0.05067088353944527,1.9545844036697249,2.3197966131783545,122508,244296,0.4985263778367227
0,Tears_of_Steel_4k,001,640:360,24,20,2,3,2,2,10,0.9685495412844038,0.007348250281192052,7.15479633027523,4.002867879545554,0.9863862385321102,0.0023093396478738796,37.049955045871556,0.9216307019792607,0.9516183486238531,0.012684966058857753,0.5607816513761468,0.03746183283650079,0.875108256880734,0.02882694575502287,0.9300293577981651,0.019865647358043192,0.9570165137614679,0.01398434649859851,92.51263119266055,3.88644296906513,0.3097651376146788,0.053450796647472015,7.15479633027523,4.002867879545554,0.31770769230769236,0.11792183250369977,13.009121100917431,2.3123923958578048,0.5265064220183486,0.08480366680055912,0.03916513761467891,0.028186555687218413,0.07176697247706422,0.03394095105240612,0.08225412844036697,0.03875657060687352,0.08620550458715595,0.04421673437793196,1.6895045871559633,1.9881633826215797,90622,244296,0.6290483675541148
0,Tears_of_Steel_4k,001,640:360,24,20,3,1,2,2,10,0.9685495412844038,0.007348250281192052,7.15479633027523,4.002867879545554,0.9863862385321102,0.0023093396478738796,37.049955045871556,0.9216307019792607,0.9516183486238531,0.012684966058857753,0.5607816513761468,0.03746183283650079,0.875108256880734,0.02882694575502287,0.9300293577981651,0.019865647358043192,0.9570165137614679,0.01398434649859851,92.51263119266055,3.88644296906513,0.32465688073394494,0.06529969849481254,7.15479633027523,4.002867879545554,0.317804,0.12662243001071405,12.971795412844036,2.4239991465125517,0.5140009174311927,0.08976029549471568,0.04153119266055046,0.0312516094318822,0.07556972477064218,0.040917467755423716,0.08653761467889909,0.0479844994049792,0.09114036697247707,0.05574853115365471,2.105876146788991,2.576795390772662,132457,244296,0.4578011919965943
0,Tears_of_Steel_4k,001,640:360,24,20,3,2,2,2,10,0.9685495412844038,0.007348250281192052,7.15479633027523,4.002867879545554,0.9863862385321102,0.0023093396478738796,37.049955045871556,0.9216307019792607,0.9516183486238531,0.012684966058857753,0.5607816513761468,0.03746183283650079,0.875108256880734,0.02882694575502287,0.9300293577981651,0.019865647358043192,0.9570165137614679,0.01398434649859851,92.51263119266055,3.88644296906513,0.3134633027522936,0.0546186368622884,7.15479633027523,4.002867879545554,0.3308626262626262,0.12302102656337183,13.07034862385321,2.390372612617302,0.529340366972477,0.0879011367213253,0.0398651376146789,0.02807199202627914,0.07302293577981651,0.03425666367462261,0.08386238532110094,0.039564660599222055,0.08840183486238533,0.045782592077588266,1.6826669724770642,1.940559148423132,81933,244296,0.6646158758227724
0,Tears_of_Steel_4k,001,640:360,24,20,3,3,2,2,10,0.9685495412844038,0.007348250281192052,7.15479633027523,4.002867879545554,0.9863862385321102,0.0023093396478738796,37.049955045871556,0.9216307019792607,0.9516183486238531,0.012684966058857753,0.5607816513761468,0.03746183283650079,0.875108256880734,0.02882694575502287,0.9300293577981651,0.019865647358043192,0.9570165137614679,0.01398434649859851,92.51263119266055,3.88644296906513,0.30052018348623855,0.044213272642316344,7.15479633027523,4.002867879545554,0.32608333333333334,0.11896925061022733,12.995187155963306,2.2860458958607217,0.5330146788990825,0.08600829613913445,0.038109174311926605,0.027474528746959104,0.07025504587155965,0.03169951362589411,0.08093486238532113,0.035581724856039325,0.08563302752293578,0.04039402241954515,1.475673394495413,1.7992187912598705,60394,244296,0.7527835085306349
0,Tears_of_Steel_4k,001,640:360,24,40,1,2,2,2,10,0.9685495412844038,0.007348250281192052,7.15479633027523,4.002867879545554,0.9863862385321102,0.0023093396478738796,37.049955045871556,0.9216307019792607,0.9516183486238531,0.012684966058857753,0.5607816513761468,0.03746183283650079,0.875108256880734,0.02882694575502287,0.9300293577981651,0.019865647358043192,0.9570165137614679,0.01398434649859851,92.51263119266055,3.88644296906513,0.3243275229357798,0.06378962076196634,7.15479633027523,4.002867879545554,0.3163091836734694,0.12390039904642286,12.928088990825689,2.3874454874652984,0.5081733944954129,0.09167600522351026,0.04052844036697248,0.030239096877261885,0.07442568807339449,0.04020891140325903,0.0851954128440367,0.04738515626563578,0.08943211009174312,0.055419435821763674,2.0813339449541286,2.67426595716851,148487,244296,0.39218407178177295
0,Tears_of_Steel_4k,001,640:360,24,40,1,3,2,2,10,0.9685495412844038,0.007348250281192052,7.15479633027523,4.002867879545554,0.9863862385321102,0.0023093396478738796,37.049955045871556,0.9216307019792607,0.9516183486238531,0.012684966058857753,0.5607816513761468,0.03746183283650079,0.875108256880734,0.02882694575502287,0.9300293577981651,0.019865647358043192,0.9570165137614679,0.01398434649859851,92.51263119266055,3.88644296906513,0.3093816513761468,0.05347520914913753,7.15479633027523,4.002867879545554,0.3252336633663367,0.12027826759413165,12.9159623853211,2.2839751719068335,0.5138330275229358,0.09481146794896766,0.0387440366972477,0.028692173507617602,0.07173761467889908,0.03628126439513116,0.08245045871559635,0.04194106673048904,0.08698256880733943,0.048342740165131966,1.7244550458715595,2.1158558518554105,120684,244296,0.5059927301306612
